,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
2688,0.52,Very Good,E,VS1,60.7,54,1682,5.22,5.29,3.19,3234.615385
2689,0.51,Good,G,SI2,63.6,54,1029,5.05,5.08,3.22,2017.647059
2690,0.3,Very Good,G,VVS2,63.1,56,878,4.23,4.2,2.66,2926.666667
2691,0.82,Very Good,F,SI2,59.7,57,2841,6.12,6.14,3.66,3464.634146
2692,0.37,Premium,E,VS2,61,59,888,4.65,4.6,2.82,2400
2693,0.9,Very Good,G,SI2,61.1,55,3445,6.21,6.26,3.81,3827.777778
2694,0.35,Premium,H,VVS2,62.5,58,906,4.51,4.48,2.81,2588.571429
2695,0.33,Ideal,I,SI1,61.3,56,463,4.44,4.47,2.73,1403.030303
2696,2.01,Very Good,H,SI2,63.2,57,14150,8.02,7.97,5.05,7039.800995
2697,0.42,Very Good,D,VVS1,62.4,55,1238,4.79,4.82,3,2947.619048
2698,0.53,Ideal,D,VS1,61.5,55,1813,5.19,5.22,3.2,3420.754717
2699,1.21,Premium,J,SI1,62.2,57,5266,6.84,6.76,4.23,4352.066116
2700,1.04,Premium,D,SI2,62.4,56,5292,6.5,6.45,4.04,5088.461538
2701,1.07,Very Good,H,VS2,61.3,58,5820,6.59,6.62,4.05,5439.252336
2702,0.55,Ideal,E,VS1,62,56,2107,5.27,5.24,3.26,3830.909091
2703,1,Very Good,F,SI2,62.4,56,3906,6.31,6.35,3.95,3906
2704,0.55,Ideal,E,SI1,62.1,55,1551,5.21,5.26,3.25,2820
2705,1.2,Ideal,H,VS2,60.8,55,7190,6.9,6.85,4.18,5991.666667
2706,0.41,Premium,E,VS1,60.4,58,1153,4.82,4.78,2.9,2812.195122
2707,0.31,Premium,H,VS1,62.4,58,544,4.32,4.36,2.71,1754.83871
2708,0.72,Ideal,J,SI1,61.7,56,1853,5.77,5.81,3.57,2573.611111
2709,0.9,Fair,H,SI1,65.6,57,3024,6.04,6.01,3.95,3360
2710,2.01,Ideal,F,SI2,62.9,56,13201,8.05,7.9,5.02,6567.661692
2711,1.18,Very Good,G,SI1,60.8,58,6286,6.81,6.85,4.15,5327.118644
2712,1.52,Very Good,D,VS2,62.4,58,13799,7.23,7.28,4.53,9078.289474
2713,0.23,Very Good,D,VVS1,61.7,59,485,3.94,3.97,2.44,2108.695652
2714,0.7,Ideal,E,SI2,62,58,2332,5.66,5.7,3.52,3331.428571
2715,0.54,Ideal,F,SI2,61.1,56,1154,5.22,5.26,3.2,2137.037037
2716,0.43,Premium,G,IF,61.1,58,1433,4.86,4.89,2.98,3332.55814
2717,1.51,Ideal,H,VS2,62.5,55,10763,7.29,7.34,4.57,7127.81457
2718,0.42,Premium,F,SI1,60.8,58,773,4.83,4.87,2.95,1840.47619
2719,0.38,Ideal,E,VS1,61.9,56,1000,4.63,4.67,2.88,2631.578947
2720,0.51,Ideal,G,SI2,61.9,55,1121,5.12,5.14,3.17,2198.039216
2721,1.27,Premium,G,VS2,61,60,8549,6.93,6.97,4.24,6731.496063
2722,0.74,Very Good,G,VS1,60.9,59,3389,5.9,5.86,3.58,4579.72973
2723,0.33,Ideal,G,VVS2,61.5,56,752,4.45,4.49,2.75,2278.787879
2724,1.52,Premium,H,VS1,61.4,58,11621,7.44,7.3,4.55,7645.394737
2725,0.26,Very Good,E,VVS2,61.4,57,506,4.1,4.13,2.52,1946.153846
2726,0.7,Good,G,SI2,60.1,65,2268,5.7,5.65,3.41,3240
2727,1.25,Very Good,G,VVS1,60.6,60,10962,6.92,6.95,4.2,8769.6
2728,1.01,Very Good,F,VS2,62.8,59,6416,6.33,6.41,4,6352.475248
2729,0.9,Very Good,J,VS2,63.1,59,3024,6.09,6.05,3.83,3360
2730,1.14,Premium,G,SI1,62.2,58,5326,6.64,6.7,4.15,4671.929825
2731,0.58,Ideal,D,SI1,61.1,57,1737,5.36,5.41,3.29,2994.827586
2732,1.71,Ideal,H,SI1,62.2,56,12641,7.74,7.7,4.8,7392.397661
2733,0.53,Very Good,F,VVS2,59.6,56,1880,5.27,5.31,3.16,3547.169811
2734,0.3,Ideal,F,VS1,61.4,56,658,4.33,4.37,2.67,2193.333333
2735,1.07,Premium,E,VS1,59.7,61,8015,6.69,6.64,3.98,7490.654206
2736,1.02,Very Good,E,VVS2,60.3,58,8745,6.53,6.57,3.95,8573.529412
2737,0.72,Premium,E,SI1,61.4,57,2476,5.83,5.73,3.55,3438.888889
2738,0.31,Very Good,G,VVS2,62.9,58,707,4.27,4.31,2.7,2280.645161
2739,0.31,Premium,D,VVS1,61.2,59,1075,4.38,4.35,2.67,3467.741935
2740,0.3,Ideal,H,VS2,62.6,55,491,4.28,4.31,2.69,1636.666667
2741,0.9,Very Good,J,SI1,63.4,54,2834,6.17,6.14,3.9,3148.888889
2742,0.52,Ideal,F,VVS2,62.1,54,1978,5.17,5.2,3.22,3803.846154
2743,0.51,Ideal,H,VVS2,61,57,1574,5.22,5.18,3.17,3086.27451
2744,1.7,Very Good,G,VS1,63.5,56,15102,7.64,7.53,4.82,8883.529412
2745,0.34,Ideal,D,VS1,62.6,56,749,4.49,4.52,2.82,2202.941176
2746,0.3,Premium,G,VS1,60,60,776,4.33,4.3,2.59,2586.666667
2747,0.31,Ideal,H,VVS2,61.8,56,625,4.34,4.36,2.69,2016.129032
2748,1.5,Very Good,D,VS2,62.4,59,13287,7.21,7.27,4.52,8858
2749,1.38,Premium,H,SI2,60.2,60,5641,7.31,7.24,4.37,4087.681159
2750,0.4,Ideal,E,SI1,63,57,882,4.68,4.65,2.94,2205
2751,1.01,Good,D,SI2,64,59,3932,6.28,6.34,4.04,3893.069307
2752,0.51,Ideal,E,VS2,61.9,55,1656,5.13,5.17,3.19,3247.058824
2753,1.5,Very Good,D,SI1,60.7,62,11442,7.3,7.33,4.44,7628
2754,1.29,Premium,I,SI2,61.1,62,4291,7,6.94,4.26,3326.356589
2755,0.7,Good,D,SI1,63.6,60,2512,5.59,5.51,3.51,3588.571429
2756,0.9,Premium,G,SI2,62.1,58,3246,6.13,6.08,3.79,3606.666667
2757,1.25,Premium,E,SI1,60.9,59,7260,6.98,7.02,4.26,5808
2758,0.31,Very Good,E,SI1,58.3,60,544,4.48,4.51,2.62,1754.83871
2759,0.6,Very Good,G,SI1,63.3,58,1399,5.34,5.31,3.37,2331.666667
2760,0.71,Ideal,G,SI1,62.4,56,2386,5.74,5.71,3.57,3360.56338
2761,1.04,Very Good,G,VVS1,58.2,60,6766,6.66,6.71,3.89,6505.769231
2762,0.38,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9,2189.473684
2763,1.06,Ideal,F,VVS2,62.1,57,8954,6.5,6.54,4.05,8447.169811
2764,0.38,Very Good,G,SI1,57.5,60,599,4.83,4.88,2.79,1576.315789
2765,1.1,Premium,H,VS1,61.3,58,5673,6.66,6.61,4.07,5157.272727
2766,0.59,Premium,F,VS2,61.5,58,1769,5.45,5.41,3.34,2998.305085
2767,0.43,Very Good,F,SI1,62.5,56,792,4.82,4.85,3.02,1841.860465
2768,0.77,Ideal,F,SI1,61.7,56,3702,5.85,5.91,3.63,4807.792208
2769,0.44,Ideal,D,VVS1,61,57,2290,4.91,4.93,3,5204.545455
2770,0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57,4850
2771,0.52,Ideal,G,SI1,60,56,1346,5.24,5.27,3.15,2588.461538
2772,1.2,Very Good,F,VS1,58.7,59,9574,6.89,7.07,4.1,7978.333333
2773,0.3,Ideal,F,VVS1,62.2,56,814,4.27,4.31,2.67,2713.333333
2774,1,Very Good,F,VVS1,61.7,57,9492,6.39,6.41,3.95,9492
2775,0.7,Ideal,E,VS1,61.2,56,4000,5.72,5.75,3.51,5714.285714
2776,1.01,Very Good,H,SI1,63.3,56,4669,6.35,6.39,4.03,4622.772277
2777,0.31,Ideal,H,VVS2,61.1,56,625,4.33,4.37,2.66,2016.129032
2778,0.71,Very Good,H,VVS2,63,58,2709,5.64,5.72,3.58,3815.492958
2779,0.77,Ideal,D,SI1,62.6,57,2949,5.81,5.92,3.67,3829.87013
2780,0.25,Very Good,F,VVS2,62.4,55,633,4.03,4.06,2.52,2532
2781,0.23,Very Good,E,VVS1,61.3,59,530,3.93,3.97,2.42,2304.347826
2782,0.9,Premium,E,SI1,60.8,59,4385,6.24,6.19,3.78,4872.222222
2783,1.01,Good,E,VS2,65.6,55,5829,6.16,6.22,4.06,5771.287129
2784,0.31,Premium,E,VVS2,62.3,56,1107,4.34,4.3,2.69,3570.967742
2785,0.7,Very Good,E,VVS2,61.5,58,3429,5.67,5.71,3.5,4898.571429
2786,0.41,Premium,F,VS2,61.1,56,1107,4.84,4.79,2.94,2700
2787,1,Good,D,IF,63.3,59,15928,6.33,6.37,4.02,15928
2788,2,Premium,H,SI1,62,56,15096,8.05,7.94,4.96,7548
2789,0.3,Premium,G,VVS1,61.8,59,789,4.28,4.33,2.66,2630
2790,0.7,Very Good,D,SI1,61,59,2409,5.67,5.7,3.47,3441.428571
2791,0.31,Ideal,J,VS1,61.9,54.7,429,4.34,4.36,2.69,1383.870968
2792,1.31,Very Good,I,SI1,62.6,59,6686,6.97,6.86,4.33,5103.816794
2793,1.41,Premium,J,VS2,62.7,56,6754,7.2,7.16,4.5,4790.070922
2794,0.31,Ideal,E,VVS2,61.8,54,864,4.34,4.36,2.69,2787.096774
2795,1,Very Good,I,VS2,61.9,59,5020,6.35,6.38,3.94,5020
2796,0.34,Ideal,G,VVS1,60.5,55,844,4.53,4.56,2.75,2482.352941
2797,1.55,Ideal,I,VS1,61.9,55,11067,7.46,7.43,4.61,7140
2798,0.6,Ideal,D,VS2,60.4,57,2019,5.49,5.53,3.33,3365
2799,0.79,Very Good,E,VVS1,63.1,60,3796,5.88,5.84,3.7,4805.063291
2800,0.32,Ideal,F,VS1,61.9,56,900,4.4,4.35,2.71,2812.5
2801,1.01,Good,G,VS1,63.2,58,6499,6.34,6.38,4.02,6434.653465
2802,0.39,Ideal,E,VVS2,61.7,56,1056,4.73,4.75,2.92,2707.692308
2803,1.24,Premium,E,VS1,59.9,61,10388,6.99,6.96,4.18,8377.419355
2804,0.75,Fair,F,SI1,64.6,57,2700,5.7,5.67,3.67,3600
2805,0.3,Premium,F,VS1,61,60,709,4.3,4.22,2.6,2363.333333
2806,1.31,Very Good,I,SI2,62.7,58,5916,6.88,6.94,4.33,4516.030534
2807,1.01,Good,G,SI1,63.5,64,4538,6.41,6.28,4.03,4493.069307
2808,0.51,Ideal,D,VS2,61.6,56,1787,5.15,5.17,3.18,3503.921569
2809,1.54,Very Good,E,SI2,59,62,7877,7.56,7.59,4.47,5114.935065
2810,0.52,Good,F,VS1,58.6,63,1594,5.27,5.34,3.11,3065.384615
2811,0.52,Ideal,D,VVS2,61.4,56,2302,5.23,5.2,3.2,4426.923077
2812,0.57,Ideal,E,VS2,61.6,56,1819,5.38,5.34,3.3,3191.22807
2813,0.31,Ideal,G,VVS2,62.1,54,687,4.38,4.41,2.73,2216.129032
2814,0.51,Ideal,E,SI1,61.4,56,1377,5.15,5.17,3.17,2700
2815,1.02,Good,F,SI1,63.3,58,4948,6.35,6.39,4.03,4850.980392
2816,1.2,Very Good,J,SI1,60.5,59,4455,6.79,6.84,4.12,3712.5
2817,0.33,Very Good,E,VS2,61.9,58,627,4.42,4.47,2.75,1900
2818,0.4,Premium,D,VS1,62.5,60,1200,4.72,4.66,2.93,3000
2819,0.41,Ideal,F,VS2,61.9,56,1107,4.76,4.74,2.94,2700
2820,2.04,Good,I,SI1,57.7,64,11820,8.39,8.31,4.82,5794.117647
2821,0.7,Very Good,F,SI1,59.8,59,2161,5.78,5.82,3.47,3087.142857
2822,0.33,Premium,H,VVS2,61.6,58,666,4.42,4.45,2.73,2018.181818
2823,0.31,Ideal,J,VS2,62.2,55,396,4.32,4.36,2.7,1277.419355
2824,0.54,Ideal,F,VS2,63,57,1837,5.22,5.18,3.28,3401.851852
2825,0.37,Ideal,F,VVS1,61.3,55,960,4.62,4.65,2.84,2594.594595
2826,0.76,Premium,F,IF,60.6,60,4150,5.89,5.85,3.56,5460.526316
2827,0.5,Very Good,E,VS2,61.2,63,1623,5.14,5.09,3.13,3246
2828,0.31,Ideal,D,VS2,61.8,56,942,4.36,4.32,2.68,3038.709677
2829,1.01,Good,J,VS2,62.8,58,3655,6.3,6.35,3.97,3618.811881
2830,0.54,Premium,D,SI1,60,58,1551,5.26,5.3,3.17,2872.222222
2831,1.1,Premium,H,SI2,59.5,57,4004,6.81,6.74,4.03,3640
2832,0.34,Ideal,H,VVS2,61.8,54,686,4.47,4.49,2.77,2017.647059
2833,1.01,Very Good,I,SI2,63.5,57,4244,6.35,6.37,4.04,4201.980198
2834,1.03,Ideal,D,VS1,62.6,57,8645,6.44,6.5,4.05,8393.203883
2835,0.81,Premium,H,SI1,59.1,57,2585,6.16,6.09,3.62,3191.358025
2836,1.02,Premium,G,VS2,61.5,59,6416,6.44,6.41,3.95,6290.196078
2837,1.51,Ideal,D,SI1,61.9,57,11942,7.42,7.35,4.57,7908.609272
2838,0.3,Ideal,J,VS1,59.7,57,394,4.37,4.4,2.62,1313.333333
2839,0.52,Ideal,G,VS1,61.1,55,1815,5.19,5.15,3.16,3490.384615
2840,0.36,Premium,H,VS2,61,60,729,4.6,4.55,2.79,2025
2841,0.52,Ideal,G,VVS1,60.6,57,2387,5.21,5.26,3.17,4590.384615
2842,0.31,Ideal,F,VS1,62.1,56,872,4.35,4.32,2.69,2812.903226
2843,1.5,Good,J,SI2,63.6,58,6306,7.18,7.25,4.59,4204
2844,0.91,Premium,H,SI2,62.7,58,3363,6.17,6.14,3.86,3695.604396
2845,0.33,Premium,G,VVS2,61.3,59,927,4.45,4.42,2.72,2809.090909
2846,0.51,Premium,F,VS1,60.2,58,2346,5.25,5.21,3.15,4600
2847,1.05,Premium,F,SI1,60.3,60,5557,6.66,6.54,3.98,5292.380952
2848,1.26,Very Good,G,SI1,61.7,60,6733,6.85,6.9,4.24,5343.650794
2849,0.37,Ideal,F,VVS2,60.7,57,839,4.67,4.69,2.84,2267.567568
2850,1.13,Premium,F,SI1,60.6,60,5581,6.76,6.67,4.07,4938.938053
2851,1,Ideal,E,SI2,62.3,57,4077,6.33,6.28,3.93,4077
2852,1.5,Good,I,SI1,64.2,56,7207,7.25,7.14,4.62,4804.666667
2853,0.74,Very Good,F,SI2,63.1,58,1909,5.76,5.72,3.62,2579.72973
2854,1.18,Ideal,E,VS1,61.4,57,11104,6.77,6.81,4.17,9410.169492
2855,1.06,Ideal,I,SI1,61.2,56,4630,6.64,6.6,4.05,4367.924528
2856,0.31,Ideal,E,SI1,62.7,57,698,4.32,4.29,2.7,2251.612903
2857,1.07,Very Good,H,SI2,62.8,57,4413,6.5,6.58,4.11,4124.299065
2858,0.55,Ideal,H,VVS2,61.9,56,1668,5.22,5.25,3.24,3032.727273
2859,1.27,Ideal,I,SI2,62.1,56,5249,6.96,6.92,4.31,4133.070866
2860,0.77,Ideal,F,SI1,61.9,57,2642,5.88,5.91,3.65,3431.168831
2861,1.52,Ideal,H,VS2,61.8,54,11379,7.42,7.43,4.59,7486.184211
2862,0.3,Ideal,E,VS2,61.3,57,621,4.3,4.34,2.65,2070
2863,0.53,Ideal,D,SI1,61.2,57,1706,5.24,5.19,3.19,3218.867925
2864,0.4,Very Good,J,VS1,63,58,631,4.66,4.7,2.95,1577.5
2865,0.72,Premium,G,SI1,60.6,59,2246,5.8,5.76,3.5,3119.444444
2866,0.3,Ideal,D,VS2,61.8,55,606,4.32,4.35,2.68,2020
2867,0.82,Ideal,I,VS1,61.6,57,2986,6,6.05,3.71,3641.463415
2868,1.02,Good,G,VS1,64.3,57,5951,6.28,6.34,4.06,5834.313725
2869,0.33,Good,I,SI1,63.6,53,434,4.4,4.43,2.81,1315.151515
2870,1.03,Very Good,D,VS1,60.5,60,8437,6.52,6.57,3.96,8191.262136
2871,1.11,Premium,H,SI1,58.4,60,4842,6.87,6.83,4,4362.162162
2872,0.31,Ideal,D,VS2,59,57,734,4.44,4.48,2.63,2367.741935
2873,0.7,Ideal,H,VVS2,62.2,55,3235,5.71,5.76,3.57,4621.428571
2874,0.28,Very Good,E,VS2,63,59,487,4.11,4.15,2.6,1739.285714
2875,1.32,Ideal,G,SI1,62.1,57,8231,7.02,7.05,4.37,6235.606061
2876,0.32,Ideal,G,SI1,61.3,57,461,4.42,4.45,2.72,1440.625
2877,1.01,Fair,H,SI2,64.9,56,4129,6.33,6.25,4.08,4088.118812
2878,0.31,Premium,F,VS1,61.8,60,680,4.35,4.39,2.7,2193.548387
2879,0.38,Very Good,J,SI1,63.2,59,538,4.59,4.62,2.91,1415.789474
2880,0.9,Very Good,G,VS2,59.6,61,4093,6.2,6.25,3.71,4547.777778
2881,1.01,Premium,D,VVS2,61.6,58,10797,6.44,6.39,3.95,10690.09901
2882,0.3,Very Good,G,VS1,62.1,60,605,4.24,4.3,2.65,2016.666667
2883,2.18,Premium,G,SI2,61.9,60,18003,8.29,8.24,5.12,8258.256881
2884,0.57,Ideal,F,VS2,62.1,55,1760,5.35,5.31,3.31,3087.719298
2885,1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61,5881.935484
2886,0.34,Ideal,E,SI2,62.4,57,477,4.47,4.5,2.8,1402.941176
2887,1.51,Good,E,SI1,62.8,59,11487,7.16,7.2,4.51,7607.284768
2888,0.41,Good,H,SI1,64.3,54,748,4.72,4.68,3.02,1824.390244
2889,0.7,Ideal,E,VS1,62.7,57,3016,5.65,5.7,3.56,4308.571429
2890,0.44,Premium,E,SI1,62.3,59,1040,4.88,4.84,3.03,2363.636364
2891,0.31,Premium,D,SI1,61.4,58,732,4.36,4.33,2.67,2361.290323
2892,0.33,Ideal,G,VS1,61.1,55,699,4.5,4.52,2.75,2118.181818
2893,0.41,Ideal,E,SI1,61.5,55,711,4.78,4.81,2.95,1734.146341
2894,0.31,Ideal,F,IF,62.1,54,914,4.38,4.41,2.73,2948.387097
2895,0.3,Good,G,VS1,63.8,55,605,4.25,4.28,2.72,2016.666667
2896,1,Premium,G,VS2,61.6,58,6048,6.43,6.39,3.95,6048
2897,0.91,Ideal,J,VS2,61.9,58,3299,6.18,6.22,3.84,3625.274725
2898,2.03,Very Good,E,SI2,63.1,56,14646,8.01,7.99,5.05,7214.778325
2899,0.37,Good,H,SI1,63.2,57,533,4.54,4.58,2.88,1440.540541
2900,0.34,Very Good,D,SI1,59.6,59,626,4.55,4.57,2.72,1841.176471
2901,0.39,Ideal,G,SI1,61,55,675,4.75,4.82,2.92,1730.769231
2902,0.9,Very Good,D,SI2,60.3,63,3534,6.12,6.22,3.72,3926.666667
2903,0.42,Ideal,F,SI1,61.6,56,691,4.81,4.83,2.97,1645.238095
2904,1,Ideal,H,SI1,61.4,55,4469,6.49,6.44,3.97,4469
2905,0.4,Very Good,E,VVS2,60.5,58,1205,4.76,4.8,2.89,3012.5
2906,0.3,Ideal,D,VS2,61.3,57,710,4.32,4.36,2.66,2366.666667
2907,1.01,Very Good,F,VS1,61,58,6719,6.47,6.54,3.97,6652.475248
2908,0.37,Ideal,F,VVS1,59.2,57,1342,4.71,4.75,2.8,3627.027027
2909,1.69,Ideal,H,I1,62,56,6757,7.66,7.61,4.73,3998.224852
2910,1.12,Premium,F,VS1,61.8,59,7761,6.65,6.75,4.14,6929.464286
2911,2,Premium,J,VS2,61.5,59,13552,8.06,8.11,4.97,6776
2912,0.48,Ideal,F,VS2,62.4,54,1279,5.03,5.03,3.15,2664.583333
2913,0.32,Premium,H,VS1,62.4,58,561,4.35,4.4,2.73,1753.125
2914,2.05,Premium,I,VS1,60.3,59,12766,8.25,8.21,4.96,6227.317073
2915,0.82,Premium,E,SI2,60,56,2329,6.11,6.08,3.66,2840.243902
2916,0.56,Premium,G,SI1,61.1,61,1287,5.31,5.29,3.24,2298.214286
2917,1.52,Premium,E,SI1,62.5,59,12305,7.26,7.33,4.56,8095.394737
2918,1.14,Very Good,F,SI2,59.2,63,5033,6.78,6.86,4.04,4414.912281
2919,1.02,Premium,H,I1,62.5,60,3141,6.39,6.41,4,3079.411765
2920,1.09,Ideal,J,SI2,62,55,5034,6.58,6.64,4.1,4618.348624
2921,0.32,Very Good,G,IF,62.9,55,954,4.37,4.41,2.76,2981.25
2922,0.43,Ideal,G,VVS2,60.1,57,1056,4.88,4.91,2.94,2455.813953
2923,1.02,Premium,H,SI1,62.9,59,4884,6.41,6.38,4.02,4788.235294
2924,0.52,Ideal,H,IF,61.4,56,2441,5.19,5.23,3.2,4694.230769
2925,2.18,Very Good,J,SI2,62.6,58,12853,8.23,8.25,5.16,5895.87156
2926,0.36,Ideal,E,VVS2,61,55,1131,4.6,4.62,2.81,3141.666667
2927,0.73,Very Good,E,SI2,63.1,59,1975,5.76,5.72,3.62,2705.479452
2928,1.02,Ideal,H,SI2,62.4,55,4870,6.41,6.46,4.02,4774.509804
2929,0.33,Ideal,G,VVS1,61.4,55,820,4.46,4.48,2.74,2484.848485
2930,0.4,Good,D,SI2,63.4,59,622,4.67,4.7,2.97,1555
2931,0.34,Premium,J,VS1,61.7,58,574,4.47,4.41,2.74,1688.235294
2932,0.3,Ideal,E,VS2,61.5,55,673,4.3,4.34,2.66,2243.333333
2933,0.4,Premium,F,VS1,60.4,59,982,4.75,4.76,2.87,2455
2934,1.29,Premium,J,VVS2,62.6,59,6356,6.98,6.91,4.35,4927.131783
2935,1.53,Good,F,VS1,60.8,61,15619,7.31,7.39,4.47,10208.49673
2936,0.29,Very Good,G,VS1,58.1,59,660,4.39,4.42,2.56,2275.862069
2937,0.5,Very Good,J,SI1,63.2,55,1000,5.07,5.03,3.19,2000
2938,0.7,Premium,G,VS2,60.9,60,2657,5.72,5.68,3.47,3795.714286
2939,1.52,Ideal,J,SI1,61.9,57,7491,7.37,7.33,4.55,4928.289474
2940,0.31,Very Good,D,SI1,63.5,56,732,4.31,4.29,2.73,2361.290323
2941,0.9,Very Good,G,VVS2,62.1,57,5653,6.14,6.2,3.84,6281.111111
2942,1.07,Very Good,E,SI2,60.5,61,4609,6.55,6.61,3.98,4307.476636
2943,1.59,Very Good,J,VS1,60.7,59,8515,7.49,7.54,4.56,5355.345912
2944,0.37,Premium,G,VS2,62.8,60,833,4.59,4.55,2.87,2251.351351
2945,1.13,Ideal,G,VS2,61.9,56,7147,6.68,6.71,4.14,6324.778761
2946,1.56,Premium,H,VS2,62.5,59,10702,7.3,7.33,4.57,6860.25641
2947,1.53,Fair,I,VS2,57.7,69,8996,7.6,7.51,4.36,5879.738562
2948,0.3,Ideal,D,VS2,61.7,55,911,4.36,4.33,2.68,3036.666667
2949,1.71,Premium,I,VS1,60.6,57,11246,7.82,7.73,4.71,6576.608187
2950,1.01,Premium,H,SI1,60,62,4836,6.51,6.45,3.89,4788.118812
2951,0.38,Ideal,G,VVS1,61.7,55,993,4.67,4.7,2.89,2613.157895
2952,1,Fair,I,I1,66.9,57,1997,6.15,6.03,4.09,1997
2953,0.32,Premium,H,SI2,61.8,55,517,4.42,4.35,2.71,1615.625
2954,0.31,Good,D,SI1,63.5,57,571,4.28,4.32,2.73,1841.935484
2955,2.52,Ideal,I,SI1,61.5,56,17231,8.76,8.69,5.37,6837.698413
2956,0.52,Very Good,D,VS2,62.9,59,1847,5.11,5.13,3.22,3551.923077
2957,0.67,Good,E,VS1,60.4,65,2427,5.67,5.65,3.42,3622.38806
2958,0.54,Ideal,I,VS1,63.1,55,1453,5.18,5.22,3.27,2690.740741
2959,1.23,Ideal,D,SI2,60.6,54,6289,6.97,7.02,4.24,5113.00813
2960,1.6,Ideal,G,VVS1,60.8,56,16339,7.58,7.54,4.6,10211.875
2961,1.23,Ideal,H,VS1,60.6,57,7803,6.94,6.98,4.22,6343.902439
2962,2.19,Ideal,D,SI2,61.8,57,18693,8.23,8.49,5.17,8535.616438
2963,0.79,Very Good,H,VS1,63.7,56,2784,5.85,5.92,3.75,3524.050633
2964,0.53,Premium,F,VS2,61.4,60,1753,5.21,5.18,3.19,3307.54717
2965,2.01,Premium,G,SI2,59,60,16733,8.31,8.26,4.89,8324.875622
2966,0.41,Ideal,F,VS2,61.8,56,1107,4.79,4.76,2.95,2700
2967,0.36,Premium,F,SI1,61.6,60,600,4.54,4.61,2.82,1666.666667
2968,1.02,Ideal,F,SI2,61,58,4457,6.48,6.51,3.96,4369.607843
2969,1.32,Good,E,SI1,63.7,56,6830,6.96,6.88,4.41,5174.242424
2970,0.55,Ideal,E,VS2,62.5,56,2030,5.26,5.23,3.28,3690.909091
2971,1.23,Ideal,I,VVS2,62,55,7299,6.86,6.89,4.26,5934.146341
2972,1.28,Premium,H,SI1,62.1,62,6210,6.88,6.83,4.26,4851.5625
2973,0.33,Very Good,I,VVS1,58.9,61,609,4.52,4.55,2.67,1845.454545
2974,1.02,Ideal,I,SI2,62.9,56,3521,6.45,6.37,4.03,3451.960784
2975,2,Premium,G,SI2,60.7,60,10833,8.13,8.07,4.92,5416.5
2976,1.02,Ideal,F,VVS2,60.9,56,9870,6.54,6.49,3.97,9676.470588
2977,0.7,Premium,H,SI1,60,60,2331,5.79,5.72,3.5,3330
2978,0.74,Ideal,G,SI1,61.3,57,3130,5.81,5.83,3.57,4229.72973
2979,1.01,Very Good,F,SI2,61,60,4121,6.44,6.48,3.94,4080.19802
2980,0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53,4418.309859
2981,1.01,Ideal,H,VS2,62.7,57,5306,6.41,6.39,4.01,5253.465347
2982,1.06,Ideal,H,SI1,60.8,54,4602,6.64,6.61,4.03,4341.509434
2983,0.3,Ideal,G,IF,61.2,57,863,4.35,4.38,2.67,2876.666667
2984,0.36,Premium,E,VS1,60.4,58,852,4.64,4.67,2.81,2366.666667
2985,0.48,Premium,H,SI2,58.5,59,972,5.16,5.13,3.01,2025
2986,0.4,Ideal,D,VVS2,61.2,56,1693,4.76,4.78,2.92,4232.5
2987,0.41,Very Good,D,SI2,59.9,60,619,4.78,4.8,2.87,1509.756098
2988,1.03,Ideal,E,VS1,61.9,57,8629,6.46,6.44,4,8377.669903
2989,0.7,Ideal,H,VVS1,62.3,58,2866,5.66,5.7,3.54,4094.285714
2990,0.24,Ideal,F,VS2,61.2,57,419,4.04,4.06,2.48,1745.833333
2991,1.22,Very Good,G,SI2,59.2,61,6531,6.99,6.92,4.12,5353.278689
2992,0.5,Premium,F,SI1,59.6,60,1378,5.15,5.12,3.06,2756
2993,1.51,Premium,I,VVS2,61.1,60,10623,7.33,7.36,4.49,7035.099338
2994,0.3,Good,G,VS2,63.9,55,526,4.27,4.28,2.73,1753.333333
2995,0.34,Ideal,I,SI1,62.8,57,589,4.45,4.43,2.79,1732.352941
2996,0.72,Ideal,G,SI1,63,56,2385,5.71,5.68,3.59,3312.5
2997,2.4,Ideal,H,SI2,62,55,18541,8.6,8.57,5.32,7725.416667
2998,0.53,Ideal,H,SI2,61.6,54,1020,5.22,5.26,3.23,1924.528302
2999,0.8,Good,E,VS2,64.5,56,3273,5.8,5.86,3.76,4091.25
3000,0.35,Very Good,G,IF,60.5,56,1001,4.56,4.6,2.77,2860
3001,0.33,Ideal,I,VVS2,61,56,722,4.48,4.51,2.74,2187.878788
3002,0.54,Ideal,G,VVS2,62.6,57,1801,5.19,5.23,3.26,3335.185185
3003,0.52,Ideal,E,VS1,62.5,56,1793,5.16,5.11,3.21,3448.076923
3004,0.53,Ideal,H,IF,62,54,1920,5.19,5.23,3.23,3622.641509
3005,0.71,Very Good,E,SI1,61.9,56,2455,5.68,5.72,3.53,3457.746479
3006,0.33,Premium,G,IF,59.4,59,853,4.49,4.54,2.68,2584.848485
3007,0.73,Ideal,F,VVS2,62.2,54,3193,5.8,5.75,3.59,4373.972603
